"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TMAX","TMIN"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2003-03","2.22","56.4","28.2"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2003-04","0.00","66.1","33.1"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2003-05","0.14","79.8","44.0"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2003-06","0.03","89.0","54.5"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2003-07","0.49","99.1","63.2"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2003-08","0.56","92.9","61.7"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2003-09","3.24","82.0","49.0"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2003-10","0.66","74.2","40.8"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2003-11","0.64","51.2","26.8"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2003-12","0.51","45.3","19.9"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2004-01","0.52","41.2","17.4"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2004-02","0.63","42.8","20.2"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2004-03","0.14","65.0","32.2"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2004-04","1.49","66.4","37.1"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2004-05","0.06","79.1","45.4"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2004-06","0.07","89.9","51.4"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2004-07","0.22","94.1","59.5"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2004-08","0.08","90.4","56.4"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2004-09","2.57","78.8","46.6"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2004-10","1.25","65.3","36.8"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2004-11","1.13","51.2","28.8"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2004-12","1.02","43.2","18.6"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2005-01","1.62","47.8","26.1"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2005-02","2.02","48.9","28.1"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2005-03","1.04","55.8","29.7"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2005-04","0.90","65.5","34.1"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2005-05","0.66","77.2","43.9"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2005-06","0.63","86.0","50.8"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2005-07","1.41","96.2","58.9"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2005-08","0.37","89.2","57.9"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2005-09","1.48","83.0","49.8"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2005-10","1.57","69.2","38.3"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2005-11","0.26","56.4","25.1"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2005-12","0.03","45.1","14.9"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2006-01","0.21","47.2","15.7"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2006-02","0.03","52.4","18.2"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2006-03","0.49","55.4","28.5"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2006-04","0.36","70.1","35.6"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2006-05","0.25","81.3","46.0"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2006-06","0.34","91.9","55.5"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2006-07","1.19","94.4","63.9"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2006-08","1.98","87.9","57.5"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2006-09","1.04","77.2","45.1"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2006-10","3.30","64.9","35.3"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2006-11","0.35","56.6","27.8"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2006-12","0.80","43.3","18.2"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2007-01","0.42","38.6","13.3"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2007-02","1.41","47.5","23.5"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2007-03","1.10","61.2","29.7"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2007-04","0.46","67.4","35.4"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2007-05","1.99","76.1","45.2"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2007-06","0.17","90.9","53.1"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2007-07","0.67","96.1","62.8"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2007-08","0.53","92.6","61.8"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2007-09","1.77","83.9","51.2"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2007-10","0.61","69.2","35.5"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2007-11","0.04","60.2","25.9"
"USC00424100","HOVENWEEP NATIONAL MONUMENT, UT US","37.3858","-109.075","1597.2","2007-12","2.01","39.5","19.1"
