iter	Passed	Remaining
357	16575	52875
358	16611	52796
359	16665	52773
360	16710	52724
361	16748	52652
362	16786	52578
363	16834	52538
364	16887	52513
365	16931	52461
366	16979	52420
367	17025	52370
368	17071	52325
369	17112	52261
370	17168	52244
371	17205	52170
372	17250	52120
373	17301	52089
374	17336	52010
375	17375	51941
376	17415	51876
377	17455	51811
378	17492	51739
379	17536	51686
380	17581	51638
381	17626	51588
382	17677	51555
383	17721	51504
384	17763	51445
385	17809	51398
386	17852	51343
387	17900	51303
388	17947	51258
389	17991	51206
390	18036	51156
391	18093	51140
392	18138	51091
393	18185	51048
394	18233	51006
395	18279	50961
396	18329	50924
397	18373	50872
398	18420	50828
399	18462	50773
400	18508	50724
401	18550	50668
402	18596	50621
403	18640	50570
404	18691	50536
405	18735	50483
406	18780	50433
407	18824	50383
408	18860	50310
409	18902	50253
410	18946	50201
411	18989	50147
412	19035	50100
413	19089	50074
414	19124	50000
415	19167	49947
416	19213	49900
417	19261	49859
418	19306	49810
419	19353	49765
420	19398	49718
421	19446	49676
422	19493	49632
423	19529	49560
424	19579	49524
425	19622	49471
426	19670	49429
427	19728	49412
428	19773	49364
429	19817	49312
430	19861	49263
431	19907	49214
432	19951	49163
433	19996	49114
434	20039	49061
435	20082	49008
436	20122	48949
437	20180	48931
438	20226	48884
439	20274	48843
440	20322	48801
441	20372	48765
442	20420	48723
443	20463	48669
444	20507	48618
445	20556	48580
446	20605	48540
447	20651	48494
448	20695	48443
449	20740	48393
450	20784	48344
451	20828	48292
452	20873	48243
453	20930	48222
454	20972	48167
455	21023	48133
456	21070	48088
457	21115	48039
458	21159	47989
459	21206	47944
460	21256	47906
461	21292	47839
462	21343	47803
463	21388	47755
464	21435	47710
465	21478	47657
466	21521	47606
467	21566	47556
468	21610	47505
469	21657	47462
470	21701	47410
471	21755	47383
472	21802	47338
473	21850	47295
474	21893	47244
475	21945	47209
476	21989	47160
477	22034	47111
478	22070	47042
479	22107	46978
480	22153	46932
481	22209	46906
482	22254	46858
483	22296	46805
484	22342	46757
485	22390	46715
486	22433	46662
487	22487	46633
488	22531	46583
489	22579	46541
490	22623	46490
491	22667	46440
492	22712	46391
493	22754	46338
494	22795	46282
495	22838	46230
496	22886	46186
497	22931	46138
498	22974	46087
499	23019	46038
500	23063	45988
501	23107	45939
502	23151	45888
503	23188	45825
504	23226	45763
505	23278	45729
506	23324	45682
507	23371	45639
508	23412	45582
509	23464	45549
510	23508	45499
511	23559	45462
512	23603	45412
513	23647	45362
514	23692	45315
515	23745	45282
516	23790	45234
517	23836	45188
518	23884	45146
519	23932	45103
520	23977	45055
521	24024	45011
522	24070	44966
523	24108	44904
524	24164	44877
525	24213	44835
526	24257	44786
527	24304	44742
528	24347	44690
529	24398	44653
530	24446	44611
531	24492	44565
532	24536	44515
533	24586	44476
534	24638	44441
535	24694	44413
536	24740	44367
537	24791	44330
538	24859	44323
539	24899	44265
540	24952	44232
541	25002	44192
542	25102	44241
543	25149	44196
544	25209	44174
545	25269	44151
546	25320	44114
547	25364	44063
548	25409	44015
549	25448	43957
550	25500	43919
551	25549	43878
552	25608	43854
553	25660	43816
554	25712	43779
555	25770	43754
556	25823	43718
557	25874	43680
558	25920	43633
559	25964	43583
560	26012	43539
561	26062	43498
562	26109	43454
563	26151	43400
564	26189	43340
565	26225	43276
566	26270	43227
567	26306	43164
568	26352	43117
569	26397	43069
570	26444	43023
571	26503	42997
572	26548	42950
573	26585	42888
574	26620	42824
575	26673	42789
576	26718	42741
577	26766	42696
578	26809	42645
579	26853	42595
580	26898	42546
581	26950	42509
582	27000	42468
583	27050	42428
584	27101	42388
585	27151	42348
586	27201	42308
587	27258	42278
588	27309	42239
589	27354	42190
590	27399	42142
591	27446	42097
592	27493	42051
593	27538	42003
594	27587	41960
595	27630	41909
596	27675	41860
597	27722	41815
598	27767	41767
599	27803	41704
600	27848	41656
601	27892	41607
602	27939	41561
603	27983	41511
604	28028	41463
605	28075	41418
606	28119	41367
607	28162	41317
608	28208	41270
609	28254	41224
610	28299	41175
611	28355	41143
612	28400	41094
613	28445	41046
614	28490	40998
615	28530	40943
616	28576	40896
617	28627	40856
618	28671	40807
619	28716	40758
620	28760	40709
621	28806	40662
622	28850	40612
623	28908	40583
624	28953	40535
625	29000	40488
626	29046	40442
627	29092	40395
628	29137	40347
629	29203	40328
630	29248	40280
631	29298	40238
632	29333	40177
633	29387	40141
634	29423	40080
635	29460	40021
636	29507	39976
637	29557	39934
638	29599	39882
639	29642	39831
640	29686	39783
641	29729	39732
642	29766	39672
643	29814	39629
644	29863	39586
645	29905	39535
646	29949	39484
647	29996	39440
648	30041	39391
649	30087	39345
650	30126	39289
651	30176	39248
652	30219	39197
653	30270	39157
654	30318	39112
655	30365	39068
656	30412	39022
657	30459	38976
658	30508	38934
659	30553	38886
660	30597	38836
661	30644	38791
662	30686	38740
663	30745	38709
664	30782	38651
665	30838	38617
666	30884	38570
667	30930	38524
668	30975	38476
669	31044	38458
670	31085	38405
671	31123	38348
672	31168	38300
673	31212	38251
674	31256	38202
675	31302	38156
676	31345	38105
677	31399	38068
678	31448	38025
679	31492	37976
680	31532	37922
681	31577	37873
682	31623	37827
683	31667	37779
684	31713	37731
685	31757	37683
686	31803	37636
687	31848	37588
688	31890	37537
689	31935	37489
690	31979	37440
691	32016	37383
692	32062	37336
693	32111	37294
694	32158	37247
695	32203	37200
696	32248	37152
697	32300	37113
698	32358	37080
699	32403	37032
700	32450	36987
701	32500	36944
702	32548	36900
703	32592	36851
704	32638	36805
705	32685	36760
706	32730	36711
707	32774	36663
708	32821	36617
709	32891	36597
710	32935	36548
711	32980	36500
712	33027	36455
713	33073	36409
714	33109	36350
715	33150	36298
716	33197	36252
717	33241	36204
718	33287	36157
719	33340	36119
720	33386	36071
721	33432	36025
722	33477	35977
723	33524	35932
724	33570	35885
725	33613	35836
726	33654	35783
727	33699	35736
728	33738	35681
729	33782	35633
730	33825	35583
731	33884	35550
732	33927	35501
733	33975	35456
734	34021	35410
735	34069	35365
736	34114	35318
737	34159	35270
738	34207	35226
739	34252	35178
740	34300	35133
741	34346	35087
742	34390	35038
743	34438	34993
744	34484	34947
745	34535	34905
746	34584	34862
747	34637	34823
748	34686	34778
749	34730	34730
750	34776	34683
751	34824	34639
752	34860	34582
753	34918	34547
754	34959	34496
755	35005	34450
756	35048	34400
757	35099	34358
758	35135	34302
759	35179	34253
760	35226	34208
761	35275	34164
762	35317	34113
763	35369	34073
764	35413	34025
765	35464	33983
766	35511	33937
767	35557	33890
768	35604	33844
769	35645	33793
770	35689	33745
771	35733	33697
772	35779	33650
773	35837	33615
774	35881	33566
775	35925	33518
776	35970	33470
777	36020	33427
778	36066	33381
779	36111	33333
780	36156	33286
781	36201	33238
782	36247	33192
783	36298	33150
784	36340	33099
785	36382	33050
786	36426	33001
787	36471	32953
788	36518	32908
789	36562	32859
790	36607	32812
791	36658	32770
792	36702	32722
793	36745	32672
794	36780	32616
795	36820	32564
796	36869	32520
797	36912	32471
798	36957	32424
799	36995	32371
800	37037	32320
801	37089	32280
802	37134	32232
803	37184	32189
804	37231	32143
805	37277	32097
806	37322	32050
807	37370	32005
808	37414	31957
809	37457	31908
810	37501	31860
811	37545	31812
812	37588	31762
813	37647	31727
814	37692	31680
815	37729	31626
816	37769	31574
817	37816	31529
818	37860	31480
819	37908	31436
820	37960	31394
821	37999	31342
822	38041	31293
823	38090	31249
824	38137	31203
825	38185	31158
826	38237	31117
827	38291	31077
828	38329	31024
829	38369	30972
830	38410	30922
831	38464	30882
832	38506	30832
833	38556	30789
834	38604	30744
835	38649	30698
836	38695	30651
837	38742	30605
838	38784	30556
839	38827	30507
840	38871	30459
841	38915	30411
842	38959	30363
843	39006	30317
844	39051	30270
845	39103	30229
846	39141	30176
847	39189	30131
848	39226	30078
849	39272	30032
850	39347	30007
851	39394	29962
852	39443	29917
853	39483	29867
854	39529	29820
855	39583	29780
856	39624	29730
857	39668	29682
858	39704	29628
859	39748	29580
860	39797	29535
861	39840	29487
862	39882	29438
863	39924	29388
864	39968	29340
865	40018	29297
866	40054	29243
867	40097	29195
868	40143	29149
869	40189	29102
870	40237	29057
871	40278	29008
872	40329	28964
873	40378	28920
874	40447	28891
875	40507	28854
876	40556	28810
877	40604	28765
878	40646	28716
879	40700	28675
880	40753	28633
881	40800	28587
882	40851	28545
883	40892	28495
884	40962	28465
885	41024	28430
886	41075	28387
887	41136	28350
888	41192	28310
889	41241	28266
890	41289	28221
891	41347	28183
892	41396	28138
893	41435	28087
894	41472	28034
895	41515	27985
896	41564	27941
897	41611	27895
898	41651	27845
899	41707	27804
900	41752	27757
901	41795	27709
902	41838	27660
903	41884	27614
904	41932	27568
905	41980	27523
906	42017	27471
907	42064	27425
908	42110	27378
909	42147	27326
910	42205	27287
911	42241	27234
912	42286	27187
913	42337	27144
914	42385	27099
915	42435	27054
916	42484	27010
917	42548	26975
918	42586	26923
919	42631	26876
920	42679	26830
921	42725	26784
922	42761	26732
923	42809	26686
924	42854	26639
925	42907	26596
926	42953	26550
927	42998	26503
928	43037	26452
929	43086	26408
930	43134	26362
931	43187	26320
932	43240	26277
933	43299	26239
934	43363	26203
935	43410	26157
936	43457	26111
937	43506	26066
938	43564	26027
939	43613	25982
940	43659	25936
941	43714	25894
942	43760	25848
943	43812	25804
944	43857	25757
945	43902	25710
946	43948	25663
947	43994	25617
948	44044	25572
949	44090	25526
950	44137	25479
951	44181	25432
952	44226	25385
953	44275	25339
954	44319	25292
955	44375	25251
956	44442	25216
957	44489	25170
958	44535	25123
959	44586	25079
960	44624	25028
961	44659	24976
962	44699	24925
963	44745	24879
964	44790	24832
965	44848	24792
966	44894	24745
967	44937	24697
968	44981	24649
969	45040	24609
970	45084	24562
971	45132	24516
972	45176	24468
973	45237	24430
974	45277	24380
975	45321	24332
976	45359	24281
977	45403	24233
978	45447	24185
979	45488	24136
980	45534	24090
981	45579	24042
982	45623	23995
983	45669	23948
984	45713	23900
985	45761	23855
986	45806	23808
987	45853	23762
988	45905	23718
989	45955	23674
990	45997	23625
991	46055	23584
992	46101	23538
993	46150	23493
994	46196	23446
995	46258	23408
996	46319	23368
997	46363	23320
998	46408	23273
999	46460	23230
1000	46505	23182
1001	46553	23137
1002	46597	23089
1003	46641	23041
1004	46684	22993
1005	46739	22951
1006	46788	22906
1007	46833	22859
1008	46877	22811
1009	46922	22764
1010	46966	22716
1011	47015	22671
1012	47059	22623
1013	47101	22575
1014	47180	22544
1015	47238	22503
1016	47290	22459
1017	47347	22418
1018	47394	22371
1019	47441	22325
1020	47490	22279
1021	47552	22240
1022	47598	22193
1023	47643	22146
1024	47689	22100
1025	47736	22053
1026	47779	22005
1027	47823	21958
1028	47869	21911
1029	47915	21864
1030	47963	21818
1031	48015	21774
1032	48062	21727
1033	48125	21688
1034	48174	21643
1035	48221	21597
1036	48274	21553
1037	48318	21505
1038	48365	21459
1039	48403	21409
1040	48441	21358
1041	48501	21318
1042	48547	21271
1043	48593	21224
1044	48639	21178
1045	48685	21131
1046	48738	21087
1047	48780	21039
1048	48825	20991
1049	48871	20944
1050	48910	20895
1051	48960	20849
1052	49014	20806
1053	49071	20764
1054	49121	20719
1055	49174	20675
1056	49222	20629
1057	49262	20580
1058	49299	20529
1059	49360	20489
1060	49405	20442
1061	49453	20396
1062	49504	20351
1063	49561	20309
1064	49606	20261
1065	49650	20214
1066	49704	20170
1067	49749	20123
1068	49797	20077
1069	49833	20026
1070	49878	19979
1071	49935	19936
1072	49972	19886
1073	50017	19839
1074	50068	19794
1075	50120	19750
1076	50163	19702
1077	50202	19652
1078	50247	19605
1079	50293	19558
1080	50353	19517
1081	50397	19469
1082	50448	19424
1083	50496	19378
1084	50542	19331
1085	50588	19285
1086	50636	19238
1087	50681	19191
1088	50727	19145
1089	50769	19096
1090	50818	19050
1091	50863	19004
1092	50911	18957
1093	50961	18912
1094	51009	18866
1095	51065	18823
1096	51103	18773
1097	51140	18723
1098	51193	18679
1099	51240	18632
1100	51283	18585
1101	51332	18539
1102	51377	18492
1103	51423	18445
1104	51468	18398
1105	51524	18355
1106	51570	18308
1107	51615	18261
1108	51662	18214
1109	51707	18167
1110	51751	18120
1111	51805	18076
1112	51852	18029
1113	51898	17982
1114	51942	17935
1115	51988	17888
1116	52034	17841
1117	52078	17794
1118	52125	17747
1119	52171	17700
1120	52212	17652
1121	52265	17608
1122	52311	17561
1123	52356	17514
1124	52403	17467
1125	52452	17421
1126	52506	17377
1127	52552	17331
1128	52599	17284
1129	52668	17245
1130	52717	17199
1131	52779	17157
1132	52818	17109
1133	52870	17063
1134	52917	17017
1135	52962	16970
1136	52999	16920
1137	53055	16877
1138	53110	16833
1139	53161	16787
1140	53198	16738
1141	53236	16688
1142	53283	16642
1143	53335	16597
1144	53379	16550
1145	53431	16505
1146	53477	16458
1147	53525	16412
1148	53569	16364
1149	53615	16317
1150	53662	16271
1151	53708	16224
1152	53751	16176
1153	53800	16130
1154	53843	16083
1155	53893	16037
1156	53930	15988
1157	53973	15940
1158	54050	15902
1159	54113	15860
1160	54158	15813
1161	54201	15766
1162	54246	15718
1163	54297	15673
1164	54340	15625
1165	54390	15580
1166	54434	15532
1167	54472	15483
1168	54516	15436
1169	54561	15389
1170	54611	15343
1171	54661	15297
1172	54704	15249
1173	54749	15202
1174	54788	15154
1175	54844	15110
1176	54886	15062
1177	54931	15015
1178	54977	14968
1179	55021	14921
1180	55065	14873
1181	55108	14826
1182	55147	14777
1183	55190	14730
1184	55236	14683
1185	55280	14635
1186	55322	14588
1187	55372	14542
1188	55418	14495
1189	55463	14448
1190	55504	14400
1191	55550	14353
1192	55604	14308
1193	55652	14262
1194	55699	14216
1195	55747	14170
1196	55786	14121
1197	55830	14074
1198	55877	14027
1199	55934	13983
1200	55980	13936
1201	56026	13890
1202	56068	13842
1203	56121	13797
1204	56167	13750
1205	56215	13704
1206	56261	13657
1207	56306	13610
1208	56353	13563
1209	56401	13517
1210	56448	13471
1211	56492	13423
1212	56538	13377
1213	56581	13329
1214	56626	13282
1215	56685	13239
1216	56733	13192
1217	56780	13146
1218	56855	13106
1219	56891	13057
1220	56936	13010
1221	57001	12967
1222	57048	12921
1223	57102	12876
1224	57148	12829
1225	57191	12781
1226	57239	12735
1227	57288	12689
1228	57334	12642
1229	57384	12596
1230	57431	12550
1231	57477	12503
1232	57527	12457
1233	57573	12410
1234	57622	12364
1235	57663	12316
1236	57712	12270
1237	57757	12223
1238	57796	12175
1239	57850	12130
1240	57921	12088
1241	57983	12044
1242	58028	11997
1243	58072	11950
1244	58118	11903
1245	58166	11857
1246	58212	11810
1247	58265	11765
1248	58308	11717
1249	58356	11671
1250	58402	11624
1251	58449	11577
1252	58498	11531
1253	58542	11484
1254	58587	11437
1255	58632	11390
1256	58675	11342
1257	58726	11297
1258	58772	11250
1259	58810	11201
1260	58851	11154
1261	58894	11106
1262	58933	11058
1263	58977	11011
1264	59021	10964
1265	59059	10916
1266	59107	10869
1267	59163	10824
1268	59208	10777
1269	59253	10730
1270	59293	10683
1271	59346	10637
1272	59384	10589
1273	59429	10542
1274	59474	10495
1275	59521	10448
1276	59565	10401
1277	59614	10355
1278	59660	10308
1279	59712	10263
1280	59761	10216
1281	59807	10170
1282	59853	10123
1283	59899	10076
1284	59943	10029
1285	59993	9983
1286	60052	9938
1287	60097	9891
1288	60141	9844
1289	60190	9798
1290	60235	9751
1291	60289	9705
1292	60324	9657
1293	60379	9612
1294	60425	9565
1295	60472	9518
1296	60516	9471
1297	60563	9425
1298	60612	9378
1299	60659	9332
1300	60703	9285
1301	60749	9238
1302	60796	9191
1303	60841	9144
1304	60887	9098
1305	60930	9050
1306	60980	9004
1307	61029	8958
1308	61074	8911
1309	61119	8864
1310	61165	8817
1311	61216	8771
1312	61263	8725
1313	61306	8678
1314	61353	8631
1315	61398	8584
1316	61444	8537
1317	61498	8492
1318	61544	8445
1319	61595	8399
1320	61642	8352
1321	61694	8306
1322	61746	8260
1323	61798	8214
1324	61850	8168
1325	61902	8122
1326	61961	8077
1327	62013	8031
1328	62066	7986
1329	62125	7940
1330	62179	7895
1331	62229	7848
1332	62279	7802
1333	62344	7758
1334	62393	7711
1335	62438	7664
1336	62488	7618
1337	62545	7572
1338	62587	7525
1339	62640	7479
1340	62698	7434
1341	62767	7389
1342	62816	7343
1343	62874	7297
1344	62921	7251
1345	62979	7205
1346	63024	7158
1347	63074	7112
1348	63120	7065
1349	63170	7018
1350	63217	6972
1351	63254	6924
1352	63294	6876
1353	63338	6829
1354	63384	6782
1355	63438	6736
1356	63484	6689
1357	63536	6643
1358	63590	6597
1359	63641	6551
1360	63696	6505
1361	63749	6459
1362	63794	6412
1363	63832	6364
1364	63876	6317
1365	63921	6270
1366	63967	6223
1367	64014	6176
1368	64056	6129
1369	64101	6082
1370	64144	6035
1371	64196	5989
1372	64240	5942
1373	64286	5895
1374	64335	5848
1375	64395	5803
1376	64438	5755
1377	64487	5709
1378	64532	5662
1379	64580	5615
1380	64624	5568
1381	64669	5521
1382	64713	5474
1383	64769	5428
1384	64806	5381
1385	64862	5335
1386	64906	5288
1387	64955	5241
1388	64997	5194
1389	65041	5147
1390	65088	5100
1391	65133	5053
1392	65181	5006
1393	65237	4960
1394	65275	4913
1395	65320	4866
1396	65357	4818
1397	65406	4772
1398	65449	4725
1399	65495	4678
1400	65537	4631
1401	65593	4585
1402	65644	4538
1403	65690	4491
1404	65735	4444
1405	65780	4397
1406	65826	4350
1407	65885	4305
1408	65931	4258
1409	65977	4211
1410	66023	4164
1411	66072	4117
1412	66116	4070
1413	66164	4024
1414	66203	3976
1415	66239	3929
1416	66279	3882
1417	66350	3836
1418	66388	3789
1419	66433	3742
1420	66479	3695
1421	66534	3649
1422	66575	3602
1423	66620	3555
1424	66657	3508
1425	66708	3461
1426	66744	3414
1427	66783	3367
1428	66829	3320
1429	66879	3273
1430	66926	3227
1431	66963	3179
1432	67011	3133
1433	67065	3086
1434	67110	3039
1435	67157	2993
1436	67203	2946
1437	67249	2899
1438	67287	2852
1439	67343	2805
1440	67390	2759
1441	67426	2712
1442	67472	2665
1443	67509	2618
1444	67555	2571
1445	67604	2524
1446	67649	2477
1447	67694	2431
1448	67740	2384
1449	67791	2337
1450	67835	2290
1451	67884	2244
1452	67931	2197
1453	67973	2150
1454	68018	2103
1455	68070	2057
1456	68109	2010
1457	68165	1963
1458	68204	1916
1459	68258	1870
1460	68296	1823
1461	68339	1776
1462	68375	1729
1463	68414	1682
1464	68461	1635
1465	68505	1588
1466	68550	1542
1467	68598	1495
1468	68644	1448
1469	68688	1401
1470	68729	1354
1471	68767	1308
1472	68813	1261
1473	68860	1214
1474	68898	1167
1475	68935	1120
1476	68981	1074
1477	69023	1027
1478	69060	980
1479	69109	933
1480	69155	887
1481	69198	840
1482	69241	793
1483	69281	746
1484	69324	700
1485	69365	653
1486	69410	606
1487	69463	560
1488	69548	513
1489	69599	467
1490	69642	420
1491	69696	373
1492	69753	327
1493	69804	280
1494	69859	233
1495	69917	186
1496	69977	140
1497	70015	93
1498	70062	46
1499	70110	0
